,job_title,company_name,job_location,date,job_description,Big Data,C/C++,Cloud,Data Mining/Analytics,DevOps,Excel,Java/Scala,MATLAB,Machine Learning,Math,NLP,Python,R,REST,RapidMiner,Ruby,SAS,SPSS,SQL/databases,Stata,Visualisation,communication,consulting,leadership,problem solving,project_management
343,Senior Information Technology Business Consultants,Iris Software,"Toronto, ON",30+ days ago,"$100,000 - $110,000 a yearSenior Information Technology Business Consultants

Team Overview:


The Risk engine group is responsible for designing, development and level 3 support for the risk calculation engines within the Risk & Technology group. This group is primarily focused on the calculation, aggregation and reporting of the risk analytics across wholesale and retail credit risk.


IRIS is hiring a Senior Information Technology Business Consultant. The right candidate will be working on projects based in a risk environment and will be part of a small group that handles Credit Risk VAR globally


 The role will lead the quantitative and analytic modelling for the following products: OTC derivatives (Interest rates, equity Derivative, commodity, foreign exchange and CDS.), mortgages, cards and loans.
 Exposure to some of the techniques like: Potential exposure, Collateralized Potential Exposure, and Credit loss Projection.
Experience in providing thought leadership AND experience in being part of the risk group think tank in addition to people management and complex project management.
 Confer with clients to identify and document requirements
Conduct business and technical studies
 Design, develop, integrate and implement information systems business solutions
 Provide advice on information systems strategy, policy, management, security and service delivery


Qualifications


The successful candidate should be familiar with banking risk management policy and regulatory requirement.
 Professionals should come from Credit Risk background ideally with Quant Modelling knowledge. They should have CVA domain expertise in CCAR, Basel and VAR. Background in implementation and testing new features for VAR Calculation Service application module.
Leadership and managerial skills: This includes Strategic thinking, collaborating, problem solving and decision making, planning, meeting management, delegation and communications.
Experience Using Agile methodology (SCRUM) for developing new features for risk application, with each SPRINT lasting for 2-3 weeks. Active Involvement in analysis, specification, design, implementation and testing phases of Software Development Life Cycle (SDLC).
10 plus years of Quantitative Risk Management, Capital Markets, & Credit Risk experience
The successful candidate should have experience in managing a diverse and dynamic team consisting of quant professionals located in three to four centers worldwide consisting of data scientist, Machine learning experts.
 Expert knowledge and a minimum of 10 years’ experience in Object oriented programming for Capital Markets.
Experience working on distributed system and handling & processing of large scale data(trades, risk, market data etc)
Experience working with in-memory caching solutions (in-house built) or vendor-based products
Able to troubleshoot problems in multiple environments in a stack with diverse technology
Minimum 5 years of experience working and coordinating with diverse global teams consisting of quant developers, data scientist and machine learning experts.
Experience Using Complex algorithms Monte-Carlo simulation, historical simulation for enhancing and developing new features for risk application using relevant technology and language
Experience in two or more programming languages like Python.
Exposure to Big Data technologies/Hadoop technologies.
Knowledge and experience working with Apache Hadoop, Spark, Hive, HBase, Sqoop and/or any related vendor-based big data products such as Pivotal Hawq/Greenplum, Cloudera Impala
 Knowledge and experience of working in Python using scientific and data analysis libraries.
Business and work location: 161 Bay Street, Toronto, ON M5J 2S1, Canada

Hours of work: 40 hours per week

Salary: $100,000 - $110,000 per annum

Benefits: Eligible for bonuses and/or salary increases in accordance with company policy.
Medical, Dental, Employee Life, Dependent Life, AD&D, Vacation, Sick leave, National Holidays

Contact: Stanley.mohan@irissoftware.com


Qualifications

Bachelors or Masters in Computer Science or Mathematics background preferred

Primary Location: Canada
Other Locations: Canada-Toronto
Organization: Iris Software
Schedule: Regular
Shift: Standard
Employee Status: Team Leader
Job Type: Full-time
Job Level: Day Job
Job Posting: 26-Dec-2017, 1:50:21 AM",1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1
344,"Specialist, Data Designer",Canadian National Railway,"Montréal, QC",30+ days ago,"Montréal, QCSpecialist, Data Designer
ABOUT INFORMATION & TECHNOLOGY AT CN

CN harnesses the power of information every minute of every day to make better decisions.
Almost every aspect of our business relies on technology; this is why CN invests around $100 million every year on Information and Technology (I&T) projects and infrastructure. And with close to 1,000 in-house employees, CN's I&T team is more than a first-class technology shop – they're railroaders, dedicated to enabling our people to work better and helping our trains run safely.

WHY YOU WANT THIS JOB

We are looking for a Big Data Engineer that will work on the collecting, storing, processing, and analyzing of huge sets of data. The primary focus will be on choosing optimal solutions to use for these purposes, then maintaining, implementing, and monitoring them. You will also be responsible for integrating them with the architecture used across the company.

RESPONSIBILITIES
Create and maintain optimal data pipeline architecture,
Assemble large, complex data sets that meet functional / non-functional business requirements.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Extraction, transformation, and loading of data from a wide variety of data sources using SQL and Hadoop technologies.
Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.
Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.
Keep our data separated and secure across the data lake to adhere to industry and regulatory requirements
Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.
Work with data and analytics experts to strive for greater functionality in our data systems.
Report progress status and issues.
Apply, and ensure compliance with, all appropriate CN IT standards (e.g. Code quality, Security, Architecture, Project Delivery Methodology, SOX, etc.)
REQUIREMENTS
Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.
Experience building and optimizing Hadoop data pipelines, architectures and data sets.
Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
Strong analytic skills related to working with unstructured datasets.
Build processes supporting data transformation, data structures, metadata, dependency and workload management.
A successful history of manipulating, processing and extracting value from large disconnected datasets.
Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.
Strong organizational skills and can work autonomously to provide data solutions
Experience supporting and working with cross-functional teams in a fast paced environment.
3-5 years of experience in a Data Design role, graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field.
Should also have experience using the following software/tools:
Experience with big data tools: Hadoop, Spark, Kafka, etc.
Experience with relational SQL and NoSQL databases, including Postgres and Cassandra.
Experience with stream-processing systems: Storm, Spark-Streaming, etc.
Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc.
Experience in Development Practices and proven methodologies (Agile, Iterative, Waterfall)
Experience with Cloudera/MapR/Hortonworks Hadoop distributions with a preference on Hortonworks
Hortonworks certification is a definite asset
Experience with NoSQL databases, such as HBase, Cassandra, MongoDB is an asset
Experience with Spark is a asset

CN is an employment equity employer and we encourage all qualified candidates to apply. We thank all applicants for their interest, however, only candidates under consideration will be contacted. Please monitor your email on a regular basis, as communication is primarily made through email.",1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
345,Senior BI Developer,TELUS Communications,"Vancouver, BC",25 days ago,"Join our team

The Customer Service Excellence Business Intelligence (CSEBI) group within TELUS is responsible for providing our enablement, operations, marketing, and leadership teams with robust data solutions to make informed business decisions.


The CSEBI team does this by leveraging and evolving our BI Platform and solutions which support over 14000 users across the Customer Service Excellence (CSE) informing strategy and driving results.


Here’s the impact you’ll make and what we’ll accomplish together


As a Senior Business Intelligence Developer (Senior Developer Analyst) for the CSEBI solution you will develop and evolve our Business Intelligence platform as we continue to deliver high value, quality solutions to empower CSE and TELUS.


Here's how
Develop solutions enabling CSE and TELUS:
In partnership with stakeholders from across the business, understand their data and analytics needs and build BI solutions to drive tangible business benefit
Build using best practice Business Intelligence methodologies (e.g. Kimball):
Ensuring solutions are scalable and efficient for current and future needs and requirements
Leverage Knowledge of Business Intelligence technologies:
Progressing the CSEBI solution using proven experience with data analysis tools, reporting solutions, and data warehouse technologies
Communicate strongly using excellent interpersonal and communication skills:
Working within CSEBI team environment including BI Developers, BI Architects, Data Scientists, Scrum Masters, Product Owners, Managers
Liaising with stakeholders across the entire organization to understand and execute on their business intelligence needs
Qualifications

You will do this with:
Extensive database knowledge and experience with establishing ETL, procedures and data marts across different database platforms (e.g. Microsoft SQL Server, Oracle, Teradata)
Understanding of dimensional modeling concepts – facts vs. dimensions, surrogate keys, data granularity
Experience using SQL including writing, debugging and tuning T-SQL queries, creating SQL tables, views and stored procedures and a strong understanding of relational databases
Working knowledge of cube querying using MDX and DAX
Leveraging your 5+ years of experience in Business Intelligence and database programming and the delivery of solutions enabling users with actionable data and analytics
Bachelor’s degree in Computer Science or equivalent education and/or experience
Great-to-haves
Experience with visualization reporting products such as Power BI, Tableau, DOMO
Hadoop, Hive, Python, Spark and/or SAS programming experience
History of working with and helping develop junior technical talent
Telecom industry experience
Experience working within project teams and organizations leveraging software a mix of development methodologies (e.g. agile, scrum, waterfall)",1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
346,Senior Data Scientist,Scotiabank,"Toronto, ON",7 days ago,"Toronto, ONRequisition ID: 56233
Join the Global Community of Scotiabankers to help customers become better off.
Scotiabank has developed and built a data ecosystem that contains Scotiabank proprietary data and data from 3rd parties. This ecosystem contains data that has been transformed into network data structures, and entity reference data. A global entity system has been built to take data from the ecosystem to generate consolidated entities. A successful applicant will work on various projects including:
Extend and enhance the existing global entity system with both classic and latest research results from parallel computing, natural language processing, data mining and machine learning.
Use NLP and NLU techniques to extract content from documents
Interpret and analyze the ecosystem graph
Accountabilities
1. Perform information retrieval on unstructured content
Use classic and latest NLP research results to extract key information from unstructured content
Perform data mining on various content
2. Perform entity resolution among various data sources
Use classic and latest machine learning research results to find reference matching among various data sources.
Use classic and latest machine learning research results to perform data canonicalization on the matched entity references.
3. Perform system integration between global entity databases and transaction systems.
Build scalable solution to ingest and process entity databases and business transaction systems.
Extend classic standalone algorithms to work in parallel in Hadoop ecosystem.
Build batch-based and real-time entity resolution process on serve various business transaction systems.
Qualifications
University degree in relevant STEM discipline (Computer Sciences, Electrical/Computer/Software Engineering, Mathematics)
Programming skills in one of the following languages: Java, Python, Scala
Experience with common machine Learning libraries such as Mahout, Spark MLlib, H2O
Experience with UNIX tools and shell scripting.
Experience with natural language processing.
Knowledgeable about neural network.
Location(s): Canada : Ontario : Toronto
As Canada’s International Bank, we are a leader when it comes to inclusion. We are a diverse and global team, speaking more than 100 languages with backgrounds from more than 120 countries. We value the unique skills and experiences each individual brings to the bank, and are committed to creating and maintaining an inclusive and accessible environment for everyone. Candidates selected for an interview will be contacted directly. If you require accommodation during the recruitment and selection process, please let us know. We will work with you to provide as seamless a recruitment experience as possible.",1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
347,Air Sampling Technologist - Contract,Maxxam Analytics,"Calgary, AB",27 days ago,"Calgary, ABContractDo you believe in the power of teamwork and sharing ideas? Do you take pride in delivering exceptional quality and service with everything you do? Do you seek out ideas for improving the status quo? If you want to make a difference and love being surrounded by the best and the brightest, Maxxam might be the place for you!
Imagine being surrounded by the brightest minds in the industry.
Maxxam Analytics is looking for a
Air Sampling Technologist
Contract - 7 month duration
Calgary
Join our talented team of experts in the scientific field to advance your technical knowledge and advance your career. Every day we go above and beyond to deliver innovative solutions to help our clients make important decisions that directly impact the community and the environment.

As an AIR SAMPLING TECHNOLOGIST, your main responsibilities are:
Conduct field sampling of air pollution emission sources following approved test methods
Data collection and review of data to ensure accuracy which is legally defensible
Ensure adherence to all Maxxam’s policies, ISO Certificate, Partners in Safety membership and client’s site specific safety policies
Accountability to learn and adhere to the Alberta Air Monitoring Directive, Alberta Stack Code and Alberta CEMS Code
Learn and understand individual client air monitoring needs and further develop knowledge of instruments and methods
Calibration and maintenance of air services equipment ensuring readiness for use
Problem-solve solutions which solidify and increase customer trust in the company’s ability to meet existing and future challenges
Coordinate and prepare for field projects which involve safe travel of both short and long distances to client facilities throughout Alberta
Develop a strong and open working relationship with fellow employees

You are the ideal AIR SAMPLING TECHNOLOGIST if you have:
Post secondary education (diploma or equivalent) in Chemical Technology, Environmental or Chemistry
Solid customer service skills, problem solving, planning,
Good understanding of computers, mechanically inclined and good safe driving skills
Strong communication (both verbal and written) and organizational skills
Must have keen attention to detail
Must be able to climb and perform job duties at great heights and in adverse weather conditions at all times
Must be willing to perform routine lifting
Travel out of town frequently is a job requirement
Must be flexible with time schedule depending on client requests which could include overtime and occasional weekend work
Ability to be a self-starter in either an independent or group setting with minimal supervision
Must possess a valid Class 5 Driver’s License with less than 6 demerits on abstract
Training will be provided

Maxxam is the Canadian market leader in analytical services and solutions to the energy, environmental, food and DNA industries and a member of the Bureau Veritas Group of companies – a world leader in testing, inspection and certification services.

When we look at Maxxam, we want to see a reflection of the communities in which we work. Inclusion is about actively involving every employee’s ideas, knowledge, perspectives, approaches and styles to maximize business success. Inclusion is about attracting new talent who will bring more diversity to our workforce, with differences in culture, professional backgrounds and beliefs.

Join our talented community of scientists and experts and apply today at www.Maxxam.ca/careers

Learn from the best. Be the best.

Maxxam is an equal opportunity employer. We are committed to an inclusive, barrier-free recruitment and selection process and work environment. If you are contacted for a job opportunity, please advise Human Resources of any accommodations that are required. Any information received relating to accommodations will be treated as confidential",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
348,"Process Development Associate - Process Improvement and Non-Conformance Investigation, Process Development Media",STEMCELL Technologies,"Vancouver, BC",30+ days ago,"Job Description Summary
The Process Development Department currently has an opening for a Process Associate in the Media group. Reporting to a Process Scientist, the Process Associate will support optimization of existing Manufacturing processes and investigate non-conformances that have occurred during production. The successful candidate will also have some experience in manufacturing liquid media and/or demonstrate knowledge of formulation chemistry. The Process Associate will work cooperatively within Process Development and cross-functional teams to design and execute manufacturing process changes and process improvements.
Job Description
Duties and Responsibilities
Assist in identifying, testing, and implementing new processes and process controls for manufacture of existing cell culture media products
Assess risk of manufacturing process changes to cell culture media formulation
Produce development batches for proof of concept studies
Maintain laboratory equipment and inventory for pilot scale operations
Perform root cause investigations and assist in execution of corrective and preventative actions for non-conformances
Prepare process development project proposals and reports, process flow diagrams, production batch records and other documentation
Assist in the development, analysis and maintenance of product and raw material categorization databases
Present experimental results at data meetings, clearly communicating conclusions and future plans
Qualifications
Bachelor’s degree with minimum 2 years of relevant industrial experience
Good problem solving skills with a systematic analytical approach
Exposure to ISO 9001, ISO 13485, or cGMP quality management systems are an asset
Understanding of the challenges associated with scale-up and technology transfer is an asset
Excellent verbal and written communication skills with the ability to present and document clear, precise summaries of scientific data;
Must be self-motivated, proactive, organized and work well within a team
STEMCELL Technologies Inc. is a privately-owned biotechnology company based in Vancouver that helps power leading-edge life science research around the world. Scientists performing stem cell, immunology, cancer, regenerative medicine and cellular therapy research are among those who rely on our cell culture media, cell separation products, instruments, ancillary reagents and contract assay services. We create novel, useful, standardized products of unfailing quality and deliver them to more than 70 countries via our many regional offices plus distribution centres in Vancouver, Seattle, Grenoble and Singapore. Driven by our love of science and our passion for quality, we see ourselves simply as “Scientists Helping Scientists” – standing by our customers to provide outstanding products, technical support and training. We have over 1000 science-oriented employees globally, including 250 PhDs/MScs, with most others holding a BSc or engineering degree. STEMCELL is proud to be the largest Biotechnology employer in Canada.
This is an opportunity to work with highly motivated colleagues in a science-oriented, creative and dynamic environment. We offer a competitive salary, excellent benefits and significant career development opportunities.
To apply please select the apply button. You will then be directed to a login screen asking you to set up an account. You must set up an account in order to apply.
Create an account by selecting the create account button. You will then be asked for your email and to create a password. Your Password must be eight characters long, contain at least one special character, one capital letter, and a number.Once you have created your password you will be asked to upload your resume. Uploading your resume will provide the ability to auto-populate your application with information from your resume. If you prefer to manually complete all of the fields in the application you can do this by clicking next. You can upload your cover letter as an attachment in the attachments screen. Thank you for your interest in STEMCELL!",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
349,Data Scientist,Manulife,"Waterloo, ON",30+ days ago,"Waterloo, ONAre you looking for unlimited opportunities to develop and succeed? With work that challenges and makes a difference, within a flexible and supportive environment, we can help our customers achieve their dreams and aspirations.
Job Description
Are you looking for unlimited opportunities to develop and succeed? With work that challenges and makes a difference and a flexible and supportive environment, we can help our customers achieve their dreams and aspirations.
The Advanced Analytics Team provides thought leadership and analytics support to Canadian Division business units. The team is tasked with building predictive models and other advanced analytics to support key business priorities. The team is looking to add a new Data Scientist, reporting to the Director of Advanced Analytics.
This position is accountable for the research, development and implementation of advanced analytics models and algorithms to improve business processes, and generate insight support the strategy and goals of Canadian Division. This position will provide analytics thought leadership and support the development of the capabilities of the team.

Responsibilities
Develops and implements analytics enabled solutions to improve business process, to generate insights, support business goals and strategy development for the Canadian Division Underwriting team
Owns and delivers complete projects of moderate scope and manages assigned tasks on more complex projects
Perform requirement analysis with the Canadian Division Underwriting team (understand business problem and generate hypotheses)
Build, test, deploy and iteratively improve models
Calculate model impact/ROI and communicate value added to stakeholders
Implement measurement and documentation framework against all project work
Generate insights for businesses so that they clearly recognize the quantifiable value considering trade-offs between and among choices
Enable those who are not professional data analysts to effectively interpret data through effective communication of results and analytics outcomes
Provide thought leadership around analytics methodology, tools, and measurement
Innovate and find creative ways to source data to support modeling efforts, leveraging structured and unstructured data using Big Data technologies
Peer review other Data Scientists’ work
Qualifications
Advanced degree in Statistics, Math, Computer Science, Engineering or other related discipline (post-grad preferred)
Minimum of 5 years of experience specifically in statistical/data analysis and data mining, predictive modeling, machine learning, optimization
Proficient in Python or R
Working knowledge of SQL, Python, Java, VBA
Familiarity with Hadoop ecosystem (e.g. Spark, Hive, Kafka, HBase, Oozie)
Extensive experience in debugging and solving performance issues when dealing with terabytes of data
Demonstrated data transformation and manipulation experience
Insurance / Underwriting Experience desired
Experience with Big Data platforms
Experience with analysis of unstructured data
Track of record of delivering innovative analytical insights to a variety of customers
Strong commitment to organizational success and team work
Adaptable and open to change with strong collaboration and presentation skills
Familiarity with Agile methodologies
What about Perks?
Manulife has lots of perks including, but not limited to:
Competitive compensation
Retirement Savings Accounts including a RPP (Pension Plan), RRSP (Retirement Savings Plan), and TFSA (Tax Free Savings account)
Manulife Share Ownership Program with employer matching
Customizable Benefits Package including Health, Dental, Vision, and 100% of Mental Health expenses
Financial support for ongoing training, learning, and education
Monthly Innovation Days (Hackathons)
Wearing jeans to work every day
An abundance of career paths and opportunities to advance
A flexible work environment with flex hours, work from home arrangements, distributed teams, and condensed work week arrangements.
This is a full time permanent role located in Waterloo, Ontario. We can also consider someone working for our Toronto location.
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
About Manulife
Manulife Financial Corporation is a leading international financial services group that helps people achieve their dreams and aspirations by putting customers' needs first and providing the right advice and solutions. We operate primarily as John Hancock in the United States and Manulife elsewhere. We provide financial advice, insurance, as well as wealth and asset management solutions for individuals, groups and institutions. At the end of 2017, we had approximately 34,000 employees, 73,000 agents, and thousands of distribution partners, serving more than 26 million customers. As of December 31, 2017, we had over $1.04 trillion (US$829.4 billion) in assets under management and administration, and in the previous 12 months we made $26.7 billion in payments to our customers. Our principal operations are in Asia, Canada and the United States where we have served customers for more than 100 years. With our global headquarters in Toronto, Canada, we trade as 'MFC' on the Toronto, New York, and the Philippine stock exchanges and under '945' in Hong Kong

If you are ready to unleash your potential it’s time to start your career with Manulife/John Hancock.

About Manulife

Manulife Financial Corporation is a leading international financial services group that helps people achieve their dreams and aspirations by putting customers' needs first and providing the right advice and solutions. We operate as John Hancock in the United States and Manulife elsewhere. We provide financial advice, insurance, as well as wealth and asset management solutions for individuals, groups and institutions. At the end of 2016, we had approximately 35,000 employees, 70,000 agents, and thousands of distribution partners, serving more than 22 million customers. At the end of 2016, we had $977 billion (US$728 billion) in assets under management and administration, and in the previous 12 months we made almost $26 billion in payments to our customers.


Our principal operations are in Asia, Canada and the United States where we have served customers for more than 100 years. With our global headquarters in Toronto, Canada, we trade as 'MFC' on the Toronto, New York, and the Philippine stock exchanges and under '945' in Hong Kong.

Manulife is committed to supporting a culture of diversity and accessibility across the organization. It is our priority to remove barriers to provide equal access to employment. A Human Resources representative will consult with applicants contacted to participate at any stage of the recruitment process who request an accommodation. Information received regarding the accommodation needs of applicants will be addressed confidentially.",1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
350,Machine Learning Scientist,"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",14 days ago,"Vancouver, BC
PhD in Mathematics, Computer Science, Machine Learning, Operational Research, Statistics or a related quantitative field.
4+ years of practical experience applying ML to solve complex problems.
Algorithm and model development experience for large-scale applications.
Hands-on experience using Java, C++, or other programming language, as well as with R, MATLAB, Python or similar scripting language.
Knowledge in Statistics, machine learning, predictive modelling, data mining.

Be part of a team that is driving the expansion of Amazon globally. The Recruiting Technologies team is responsible for the architecture, design, implementation and delivery of systems that touch the entire organization.
We are creating an industry leading candidate experience; developing, building, and innovating global, scalable technology recruiting solutions that are intelligent, powerful and light-weight. This team and technologies are a critical component in Amazon’s continued growth and launching of new products and services.

As a member of the Machine learning team you will contribute at the forefront of cutting edge machine learning. You will develop and evaluate machine learning models using large data-sets, cloud services and listening to customers behavior to improve the recruiting experiences. You will help us push the limits of technology as we build personalized recommendations. You will have the opportunity to apply a variety of machine learning algorithms including deep learning neural networks, and work on one of the world's largest data sets to influence the long term evolution of our technology roadmap. We are looking for customer obsessed machine learning scientists who can apply the latest research, state of the art algorithms and machine learning to build highly scalable recommendation and personalization systems, as well as tackle content classification problems.",0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
351,Scientist immunotoxicology,Charles River Laboratories,"Montréal, QC",3 days ago,"For 70 years, Charles River employees have worked together to assist in the discovery, development and safe manufacture of new drug therapies. When you join our family, you will have a significant impact on the health and well-being of people across the globe. Whether your background is in life sciences, finance, IT, sales or another area, your skills will play an important role in the work we perform. In return, we’ll help you build a career that you can feel passionate about.

Job Summary
We are presently seeking for a Scientist immunotoxicology in our Immunology department
Responsibilities:
Development, optimization and use of flow cytometry assays, immunoassay techniques (ELISAs, ECLs, Luminex) and cell-based assays, (ELIspot, bioassays, etc.).
Write scientific documents, correct and review the results.
Analyze scientific problems, troubleshoot analytical methods and technical issues and interpret the raw data.
Responsible for the management of the scientific project and technical personnel as it relates to study conduct.

We are seeking a candidate who:
Has flow cytometry and immunotoxicology experience.
Possess a M.Sc. or PhD in Biochemistry, Immunology, or related scientific discipline, or have relevant experience.
Is computer literate (Microsoft Word and Excel) and possess excellent communication, interpersonal and teamwork abilities.
Is fluent in French and English
Has GLP knowledge (is an asset)
About Safety Assessment
Charles River is committed to helping our partners expedite their preclinical drug development with exceptional safety assessment services, state-of-the-art facilities and expert regulatory guidance. From individual specialty toxicology and IND enabling studies to tailored packages and total laboratory support, our deeply experienced team can design and execute programs that anticipate challenges and avoid roadblocks for a smooth, efficient journey to market. Each year approximately 120 investigational new drug (IND) programs are conducted in our Safety Assessment facilities.",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
352,Director of Data Science - Shipping Services,Shopify,"Ottawa, ON",30+ days ago,"Ottawa, ONAbout the role
At Shopify, we empower 600,000+ entrepreneurs all over the world. We're looking for hard-working, passionate people to help us make commerce better. For over 10 years we have been super driven when it comes to using data insights to help drive our product direction and make things better for our merchants. One incredibly important area of focus is Shipping costs. Shipping is usually one of the top marginal costs of running an online store. Combine that with impact on purchase conversion rates and the potential to make commerce WAY better through optimization becomes apparent.
We are looking for a Director of Data Science to own the data strategy and integration around our whole Shipping product line.
You will lead a strong existing team and will build new teams of Software Engineers & Data Scientists to support the growing needs of the group. Your role will be to lead these teams by helping them grow and learn, and together you’ll leverage our massive data assets to inject as much data-driven insight into all aspects of the Shopify Shipping product line. You’ll collaborate with other data groups and product owners across multiple office locations to be the voice of Data for Shipping Services at Shopify.

You’ll Need To Have:
Product mindset - You have a product gene that enables you to get to the root of problems faced by customers and users and to create data solutions to solve these challenges
Analytics expertise - You’ll need to be amazing at coming up with new, meaningful metrics to measure success of Shopify Shipping products, and equally strong at making sure the data needed to support those metrics are available.
Well-balanced skills - People have trouble pinning you down. Both business and technical teams claim you as their own. You are equal parts technical and functional (and both are exceptionally strong), and you are equally comfortable and effective at presenting to technical or business leaders.
Passionate about business strategy - You’ve experienced and thrived in similar channel-related environments and have a knack for working with business users that are responsible for top-line growth.
Team development - You’ll need a demonstrated track record of attracting top data/analytics talent, developing those people to make them even better, and managing the growth of teams.
Experience at scale - You’ve been a leader in multiple tech companies where analytics on top of massive data sets drives product & business decisions.
Sample of Data & Product team members you’ll work with:
Solmaz Shahalizadeh, VP of Data (Ottawa)
Patrice Pelland, Director of Data Platform Engineering (Ottawa)
Louis Kernes, GM of Shipping Services
I'd be great if you've had previous experience with:
Cloud platforms - Google Cloud Platform (GCP), AWS
Large-scale data-platform tools -
Data Storage and Access: HDFS, Presto
Data processing/integration: Kafka, Spark
Analytics Datastores: AWS Redshift, GCP BigQuery
Visualization: D3, Mode Analytics, Tableau
Programming languages: Python, Scala
SQL and debugging SQL queries
Analytical techniques -
Background in machine learning including experience implementing models at scale
Chi Square tests
Experimentation: A/B test design and analysis, quasi-experiments
Attribution-modeling
NLP
Forecasting
If you’re interested in helping Shopify shape the future of commerce, click the “Apply now” button to submit your application. Please address your cover letter to Solmaz.
Experience comes in many forms, many skills are transferable, and passion goes a long way. If your experience is this close to what we’re looking for, consider applying. We know that diversity of thought makes for the best problem-solving and creative thinking, which is why we're dedicated to adding new perspectives to the team and encourage everyone to apply.",1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
353,02-1902-ERG-C Human Resources Assistant,Millennium EMS Solutions,"Calgary, AB",30+ days ago,"Reports to: Director, Employee Resources

Term: 4 or 8 months

Based at: Calgary, AB

Job Purpose:
Compile employee Career Development Plans (CDP) for Employee Resources and management usability.
Combine, collate, remove duplicates and cross reference paper to electronic employee files, interpret retention schedules.
Assist compiling and building training documentation for a Learning Management System (LMS).
Assist in tracking Government grant training fund.
Assist Socialites (Millennium’s internal employee social club) with organising employee activities.
Ability to use Microsoft Office (Word, Excel, Outlook and PowerPoint).
Ability to maintain confidentiality and deal with sensitive information in an effective manner.
Ability to work independently and in a team environment.
Strong written and verbal communication skills.
Motivated to learn and gain valuable experience.
Ability to take initiative and self-direct.
Analytical and organizational skills, and
other duties as assigned.


Millennium EMS Solutions Ltd. (MEMS) is a dynamic environmental consulting company offering outstanding opportunities and long term career advancement. Currently MEMS employs over 130 employees in various disciplines including, hydrogeologists, engineers, soil scientists, foresters, vegetation ecologists, auditors, biologists, air quality experts, regulatory analysts and reclamation specialists. The successful candidate will be part of the MEMS Employee Resources team. MEMS utilizes an integrated approach that emphasizes cross training of disciplines to allow for efficiencies in data collection and assessment and provides MEMS professionals with enhanced technical skills. For more information about Millennium visit www.mems.ca.

Please send your resume with a covering letter/email referencing the position number and title to the attention of Human Resources at recruitment@mems.ca. We thank all applicants for their interest however only those candidates selected for an interview will be contacted.",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
